id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
369,NL_E_Demand,2030,2,9,12,2.3364000000000003
370,NL_E_Demand,2030,2,13,16,2.3364000000000003
371,NL_E_Demand,2030,2,17,20,2.3364000000000003
372,NL_E_Demand,2030,2,21,24,0.264
373,NL_E_Demand,2030,3,1,4,0.232
374,NL_E_Demand,2030,3,5,8,0.232
375,NL_E_Demand,2030,3,9,12,0.232
376,NL_E_Demand,2030,3,13,16,0.232
377,NL_E_Demand,2030,3,17,20,0.232
378,NL_E_Demand,2030,3,21,24,0.232
379,NL_E_Demand,2030,4,1,4,0.184
380,NL_E_Demand,2030,4,5,8,0.184
381,NL_E_Demand,2030,4,9,12,1.6284
382,NL_E_Demand,2030,4,13,16,1.6284
383,NL_E_Demand,2030,4,17,20,1.6284
384,NL_E_Demand,2030,4,21,24,0.184
385,NL_E_Demand,2030,5,1,4,0.41600000000000004
386,NL_E_Demand,2030,5,5,8,0.41600000000000004
387,NL_E_Demand,2030,5,9,12,0.41600000000000004
388,NL_E_Demand,2030,5,13,16,0.41600000000000004
389,NL_E_Demand,2030,5,17,20,0.41600000000000004
390,NL_E_Demand,2030,5,21,24,0.41600000000000004
391,NL_E_Demand,2030,6,1,4,1.2744
392,NL_E_Demand,2030,6,5,8,1.2744
393,NL_E_Demand,2030,6,9,12,1.2744
394,NL_E_Demand,2030,6,13,16,1.2744
395,NL_E_Demand,2030,6,17,20,1.2744
396,NL_E_Demand,2030,6,21,24,1.2744
397,NL_E_Demand,2030,7,1,4,2.6196
398,NL_E_Demand,2030,7,5,8,7.547999999999999
399,NL_E_Demand,2030,7,9,12,7.547999999999999
400,NL_E_Demand,2030,7,13,16,4.884
401,NL_E_Demand,2030,7,17,20,40.703628528331684
402,NL_E_Demand,2030,7,21,24,4.884
403,NL_E_Demand,2030,8,1,4,0.248
404,NL_E_Demand,2030,8,5,8,0.248
405,NL_E_Demand,2030,8,9,12,0.248
406,NL_E_Demand,2030,8,13,16,0.248
407,NL_E_Demand,2030,8,17,20,0.248
408,NL_E_Demand,2030,8,21,24,0.248
409,NL_E_Demand,2030,9,1,4,0.34400000000000003
410,NL_E_Demand,2030,9,5,8,0.34400000000000003
411,NL_E_Demand,2030,9,9,12,0.34400000000000003
412,NL_E_Demand,2030,9,13,16,0.34400000000000003
413,NL_E_Demand,2030,9,17,20,3.0444
414,NL_E_Demand,2030,9,21,24,3.0444
415,NL_E_Demand,2030,10,1,4,3.2568
416,NL_E_Demand,2030,10,5,8,6.072
417,NL_E_Demand,2030,10,9,12,6.072
418,NL_E_Demand,2030,10,13,16,6.072
419,NL_E_Demand,2030,10,17,20,9.383999999999999
420,NL_E_Demand,2030,10,21,24,3.2568
